Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs MCI,100,After Scaling,SVM (Linear),0.6831325301204819,0.028447515549680974,0.6478102742241012,0.7184547860168626,0.7358332358865239,0.03690591504887724,0.6900084898495664,0.7816579819234815,0.6614638912999568,0.0273657417875104,0.6274848349382647,0.6954429476616488,0.6996755797247831,0.047031941120570506,0.6412777116697314,0.7580734477798349,0.6204624196478054,0.029191156702543804,0.5842168113043321,0.6567080279912786,43.0,70.4,30.4,22.2
NC vs MCI,100,After Scaling,SVM (RBF),0.6975903614457832,0.055441327059486914,0.628750861623378,0.7664298612681885,0.7466967479837298,0.03405265654323814,0.704414790310793,0.7889787056566665,0.620271404369765,0.053422751236351346,0.5539382974745918,0.6866045112649383,0.7489921671833525,0.07353078333881023,0.6576916407518305,0.8402926936148745,0.6178833321023615,0.04257258518777151,0.5650224857642426,0.6707441784404803,40.2,75.6,25.2,25.0
NC vs MCI,100,After Scaling,SVM (Poly d2),0.5265060240963856,0.09221000726904545,0.4120121777963043,0.6409998703964669,0.37037834364272254,0.04350063462677931,0.3163651717276345,0.4243915155578106,0.38,0.521536192416212,-0.2675727138834826,1.0275727138834827,0.6548427672955975,0.4752433646944356,0.06475019096929391,1.244935343621901,0.22000000000000003,0.30126455247591344,-0.1540693487443111,0.5940693487443112,23.0,64.4,36.4,42.2
NC vs MCI,100,After Scaling,SVM (Sigmoid),0.6939759036144577,0.02639626783157428,0.6612006081610478,0.7267511990678677,0.7341041297729705,0.03748485066563978,0.6875605402234011,0.7806477193225398,0.45439887980871585,0.05876253899094915,0.3814355507006092,0.5273622089168225,0.8499074168476308,0.035881610005901364,0.8053545135057151,0.8944603201895466,0.5361741248770558,0.050252465323289364,0.4737774478641442,0.5985708018899675,29.6,85.6,15.2,35.6
NC vs AD,100,Before Scaling,LR (L1),0.8070402222103521,0.029354156860125217,0.7705922224395085,0.8434882219811957,0.8731147108652484,0.025013633934464024,0.8420561821445763,0.9041732395859204,0.7779840078620566,0.05521441139802964,0.7094262610471115,0.8465417546770017,0.8357030960385383,0.025034141280668096,0.804619104084386,0.8667870879926907,0.7931993963212057,0.03387839475318789,0.7511338132392369,0.8352649794031746,72.2,84.2,16.6,20.8
NC vs AD,100,Before Scaling,LR (L2),0.7936328187596817,0.027264927554337504,0.759778939801827,0.8274866977175365,0.8646441560771294,0.022966897599832475,0.8361269861769849,0.8931613259772739,0.7705999285267578,0.05330488940869374,0.7044131664197496,0.8367866906337661,0.8160445550897716,0.02383362147283332,0.7864512053601382,0.8456379048194049,0.7799352728196659,0.03570563428147628,0.7356008721993266,0.8242696734400052,71.6,82.2,18.6,21.4
NC vs AD,100,Before Scaling,LR (ElasticNet),0.7977511885048877,0.029756936984670922,0.7608030711542036,0.8346993058555717,0.8714565959098675,0.02455403727749645,0.8409687318118468,0.9019444600078881,0.7799651567944251,0.06126955166550003,0.7038889603052881,0.8560413532835621,0.815375037523232,0.0349367857296174,0.771995288469807,0.858754786576657,0.7856779850525187,0.03460153278073287,0.7427145075160153,0.8286414625890222,72.4,82.2,18.6,20.6
NC vs AD,100,Before Scaling,SVM (Linear),0.7905560600395278,0.033220110020918375,0.7493078454101854,0.8318042746688703,0.8630567352423885,0.030034007546178135,0.8257645893505188,0.9003488811342581,0.7607098186366479,0.0486887538478693,0.7002547458663435,0.8211648914069523,0.8193644284639158,0.04462406479046269,0.763956333760086,0.8747725231677456,0.7748114526741918,0.04447293418875826,0.7195910113975252,0.8300318939508584,70.8,82.4,18.4,22.2
NC vs AD,100,Before Scaling,SVM (RBF),0.8194487473959725,0.049279378200435646,0.7582603176306241,0.880637177161321,0.8926822154892653,0.028016132166995698,0.8578955928085883,0.9274688381699423,0.8051148038952917,0.05801723566541903,0.7330768910942373,0.877152716696346,0.8368897404124306,0.07432714562216215,0.7446003996041431,0.929179081220718,0.8090051479926418,0.055722371710370054,0.7398166851453473,0.8781936108399363,74.8,84.0,16.8,18.2
NC vs AD,100,Before Scaling,SVM (Poly d2),0.5613161690080658,0.04745105057867724,0.5023979078275763,0.6202344301885553,0.7451713967771666,0.04037302586068589,0.6950416640674033,0.7953011294869299,0.11663316358438311,0.15430226131141078,-0.07495839912742558,0.3082247262961918,0.9608080808080809,0.07787086126124461,0.8641186358708731,1.0574975257452888,0.17341596855327915,0.19395399004390124,-0.06740971819220479,0.4142416552987631,11.6,97.2,3.6,81.4
NC vs AD,100,Before Scaling,SVM (Sigmoid),0.7760643128038033,0.02559585367377474,0.7442828627937855,0.807845762813821,0.8619929351974971,0.01484811401686019,0.8435565665815371,0.8804293038134571,0.686060484231216,0.05198085458772217,0.6215177284937763,0.7506032399686557,0.8614619255875938,0.020856118265311422,0.8355656343952766,0.887358216779911,0.74499353406697,0.02614195943230442,0.7125340041973742,0.7774530639365658,63.6,86.8,14.0,29.4
NC vs AD,100,After Scaling,LR (L1),0.7905133272795256,0.021344506658113955,0.7640106218027249,0.8170160327563263,0.866225122425764,0.02496060297581429,0.8352324403372375,0.8972178045142905,0.7684266952559635,0.0429342293579867,0.7151168083715282,0.8217365821403988,0.8130548208321745,0.06367792463258881,0.7339882343355562,0.8921214073287929,0.77735090325969,0.028518485757240083,0.7419405262116381,0.812761280307742,71.4,81.8,19.0,21.6
NC vs AD,100,After Scaling,LR (L2),0.7832861492441643,0.022705473577353814,0.7550935801409971,0.8114787183473314,0.8560474008278103,0.01972809659306075,0.8315517335351204,0.8805430681205002,0.7711069418386491,0.05526926219746702,0.70248108876077,0.8397327949165283,0.7951958323121191,0.06372753565797838,0.7160676455913606,0.8743240190328776,0.7722921187480593,0.023418162074637303,0.7432146299958813,0.8013696075002372,71.6,80.2,20.6,21.4
NC vs AD,100,After Scaling,LR (ElasticNet),0.7884674963944234,0.03115920216902935,0.749778236848387,0.8271567559404598,0.8643747241161183,0.023187530324119292,0.8355836025054012,0.8931658457268353,0.7711404449209328,0.06327932304504562,0.6925687876651937,0.8497121021766719,0.806915760324182,0.0647326240527579,0.7265395915286134,0.8872919291197506,0.7759509923943296,0.037341723430601055,0.7295851187796702,0.822316866008989,71.6,81.2,19.6,21.4
NC vs AD,100,After Scaling,SVM (Linear),0.7750173601837509,0.026522151484226306,0.7420857595308805,0.8079489608366213,0.8497806456747428,0.02092917348699416,0.8237936444437813,0.8757676469057042,0.7493455731260609,0.06628278470796199,0.6670446256534933,0.8316465205986284,0.8021096304880532,0.07660873208635653,0.7069873259083865,0.8972319350677198,0.7607466735590116,0.020786915289056664,0.7349363092108785,0.7865570379071447,69.4,80.8,20.0,23.6
NC vs AD,100,After Scaling,SVM (RBF),0.8184285027509215,0.04266432276895314,0.7654537491609672,0.8714032563408758,0.8895211402427654,0.026910625324569237,0.8561071856080973,0.9229350948774335,0.8136558563387831,0.07915496885235335,0.7153719812358754,0.9119397314416908,0.8249888103242528,0.04540217490159221,0.768614564308795,0.8813630563397105,0.8086750337427521,0.0504979770283373,0.7459735136845448,0.8713765538009594,75.6,83.0,17.8,17.4
NC vs AD,100,After Scaling,SVM (Poly d2),0.6521446503926073,0.06704779161893802,0.5688938213803036,0.7353954794049109,0.7389352559445675,0.03795044407493889,0.6918135558208705,0.7860569560682646,0.460638345394443,0.09989684195182869,0.33660003320860565,0.5846766575802803,0.8386494808295835,0.04874696350106748,0.7781221312285549,0.899176830430612,0.5563910367715816,0.07406018415071822,0.46443317241129367,0.6483489011318696,42.0,84.4,16.4,51.0
NC vs AD,100,After Scaling,SVM (Sigmoid),0.7760429464238021,0.011080922857629016,0.7622841634446109,0.7898017294029933,0.855600738537226,0.013164782162245503,0.8392545024821706,0.8719469745922813,0.7011368712588225,0.06684038521046717,0.6181435713169139,0.7841301712007311,0.8484678975073872,0.0728022024166212,0.7580720237767253,0.938863771238049,0.7485790074509729,0.014589836249261122,0.7304633330405771,0.7666946818613688,65.0,85.4,15.4,28.0
MCI vs AD,100,Before Scaling,LR (L1),0.6953268051906695,0.021552211936378886,0.6685661995476103,0.7220874108337286,0.7484324731499926,0.01838886512508277,0.7255996813563526,0.7712652649436327,0.6952536895471678,0.03747025883994387,0.6487282181422331,0.7417791609521025,0.6975348926282117,0.0611716397805003,0.6215802698016751,0.7734895154547482,0.7282587192415743,0.01890666326368132,0.7047829961408995,0.7517344423422491,64.6,45.4,19.8,28.4
MCI vs AD,100,Before Scaling,LR (L2),0.6940769047050395,0.023599699689049045,0.6647740072327266,0.7233798021773523,0.7525270408845403,0.030649314431284446,0.7144708905855872,0.7905831911834933,0.6737991718426501,0.032490454734804164,0.6334569439131748,0.7141413997721255,0.7249338871248299,0.061388738326115494,0.6487097008501406,0.8011580733995192,0.7213388458721411,0.01858373503284931,0.698264091129694,0.7444136006145883,62.6,47.2,18.0,30.4
MCI vs AD,100,Before Scaling,LR (ElasticNet),0.7041477589363904,0.036414543202371474,0.65893313163097,0.7493623862418107,0.7563150851301774,0.017585996624054107,0.7344791862495564,0.7781509840107984,0.6990997770345597,0.04963330866588075,0.6374718845524006,0.7607276695167189,0.7127501962983003,0.05540913843482827,0.6439506639322854,0.7815497286643152,0.7347574914499956,0.037005084621114036,0.6888096101254744,0.7807053727745168,65.0,46.4,18.8,28.0
MCI vs AD,100,Before Scaling,SVM (Linear),0.6953108828914896,0.02893092878991028,0.6593883901784611,0.7312333756045181,0.7437410091321215,0.03115133138343485,0.7050615224571953,0.7824204958070476,0.68852033232468,0.045332735703448104,0.632232306461622,0.744808358187738,0.7068385554423108,0.0773102352202103,0.6108452196767108,0.8028318912079108,0.7261995622075901,0.027041542572352945,0.692623052339605,0.7597760720755752,64.0,46.0,19.2,29.0
MCI vs AD,100,Before Scaling,SVM (RBF),0.7168298702332617,0.05621604294408216,0.647028433588118,0.7866313068784054,0.7687857399970444,0.04155018379159128,0.7171943726642758,0.820377107329813,0.723925983436853,0.06706076580592832,0.6406590448436577,0.8071929220300483,0.7088280800422181,0.06931375880084344,0.6227636811590314,0.7948924789254048,0.7499873694437696,0.04958919784155154,0.6884142477841112,0.8115604911034281,67.2,46.2,19.0,25.8
MCI vs AD,100,Before Scaling,SVM (Poly d2),0.580240426717618,0.02843757012044965,0.5449305197026605,0.6155503337325755,0.6268230729803028,0.036715713102441865,0.5812344938526225,0.6724116521079831,0.6638241227371663,0.07308534911394042,0.5730766759462329,0.7545715695280997,0.4654204355470323,0.08620742370838902,0.3583797811504278,0.5724610899436368,0.6489582773598555,0.03241442397465098,0.6087104540880183,0.6892061006316926,61.6,30.2,35.0,31.4
MCI vs AD,100,Before Scaling,SVM (Sigmoid),0.6814266380065281,0.029387648533804732,0.6449370528302371,0.7179162231828192,0.7500875362047303,0.03831185619520393,0.7025170836627856,0.797657988746675,0.7206522402718054,0.036416602659856113,0.6754350558121706,0.7658694247314403,0.6257259154664915,0.11548916111316136,0.4823271819295246,0.7691246490034583,0.7270928114984416,0.009784535546616879,0.7149437059710624,0.7392419170258209,67.0,40.8,24.4,26.0
MCI vs AD,100,After Scaling,LR (L1),0.7156038531964015,0.03156745896113744,0.6764076758895823,0.7548000305032208,0.7780547366442375,0.0369055283213778,0.7322304707928933,0.8238790024955818,0.6958032064553804,0.0546812342853206,0.6279074864659524,0.7636989264448084,0.7462011819215364,0.059847933900287933,0.6718901570306701,0.8205122068124027,0.741533859340205,0.030406527231148152,0.7037791691668859,0.7792885495135241,64.6,48.6,16.6,28.4
MCI vs AD,100,After Scaling,LR (L2),0.7029297030491203,0.025354464810244955,0.6714479769005148,0.7344114291977257,0.7680240509559567,0.03288779354763508,0.7271884617275001,0.8088596401844134,0.6758830360460796,0.03203588436293477,0.6361052317820045,0.7156608403101546,0.7430744472107864,0.05291626364087351,0.6773702277284548,0.808778666693118,0.7277861169680524,0.021703608634290807,0.7008375274957491,0.7547347064403557,62.8,48.4,16.8,30.2
MCI vs AD,100,After Scaling,LR (ElasticNet),0.7193774381020619,0.029079636848079803,0.6832702999469615,0.7554845762571623,0.7779421723267879,0.03477850820051675,0.7347589507829717,0.821125393870604,0.7192510086531826,0.048966542108982714,0.65845101619993,0.7800510011064352,0.7216469322150593,0.05417539326509737,0.6543792968092571,0.7889145676208614,0.7504630236288484,0.02690323785156023,0.7170582417534532,0.7838678055042436,66.8,47.0,18.2,26.2
MCI vs AD,100,After Scaling,SVM (Linear),0.6940689435554493,0.0405597972722718,0.6437073035080261,0.7444305836028726,0.761802663641747,0.042521199201151466,0.7090056214332264,0.8145997058502675,0.6780695572543399,0.052958880680381244,0.6123124217283415,0.7438266927803383,0.7188560307623437,0.05120789668020702,0.6552730290307925,0.7824390324938949,0.7221393194651008,0.03952731292797925,0.6730596780566946,0.7712189608735069,63.0,46.8,18.4,30.0
MCI vs AD,100,After Scaling,SVM (RBF),0.7243850011941725,0.030698013713300932,0.6862683827500012,0.7625016196383437,0.7744920470888182,0.035703168385271794,0.7301607082830194,0.8188233858946171,0.715133182035356,0.0553606554037074,0.6463938493036078,0.7838725147671043,0.7405096673413534,0.05179353311339087,0.6761995019346813,0.8048198327480255,0.7525640936610344,0.029705996729397506,0.7156792269913826,0.7894489603306861,66.4,48.2,17.0,26.6
MCI vs AD,100,After Scaling,SVM (Poly d2),0.5878433245760688,0.016944124470451696,0.5668044152400254,0.6088822339121122,0.37630329164337,0.043502244940772816,0.3222881202593705,0.43031846302736954,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7403153669347263,0.013414527620973274,0.7236590309348538,0.7569717029345988,93.0,0.0,65.2,0.0
MCI vs AD,100,After Scaling,SVM (Sigmoid),0.7092508558235808,0.01351044263527087,0.6924754256035678,0.7260262860435939,0.7627613311458182,0.03606790954852846,0.7179771063689406,0.8075455559226958,0.78440535913362,0.08076878802053183,0.6841176628699739,0.8846930553972661,0.6069319955991909,0.0963265261453753,0.48732681601244454,0.7265371751859372,0.7589954078974314,0.02341165967126173,0.7299259929454266,0.7880648228494361,72.8,39.4,25.8,20.2
