Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs MCI,50,After Scaling,SVM (Linear),0.7108433734939759,0.04528101318787023,0.6546195696164074,0.7670671773715443,0.7685765599379215,0.024056357747404597,0.7387066465950589,0.7984464732807841,0.6387313233214872,0.033523436851643426,0.5971064786867442,0.6803561679562302,0.7606909502858229,0.07069480673010782,0.6729117539090747,0.8484701466625711,0.6338746991415374,0.055308721441156644,0.5651998509413725,0.7025495473417023,41.6,76.4,24.4,23.6
NC vs MCI,50,After Scaling,SVM (RBF),0.7096385542168674,0.0328299435986475,0.6688747951873666,0.7504023132463682,0.7725673051734192,0.0270037592061676,0.7390377095509574,0.806096900795881,0.6514971913332569,0.026432827612968085,0.618676500915508,0.6843178817510058,0.7509005657853219,0.06295401842288355,0.6727328275673707,0.8290683040032731,0.6371252040882223,0.04279017766207014,0.5839941810084868,0.6902562271679578,42.4,75.4,25.4,22.8
NC vs MCI,50,After Scaling,SVM (Poly d2),0.6445783132530121,0.060240963855421666,0.5697792772166406,0.7193773492893836,0.6655941582265823,0.052598695724861234,0.6002842513925477,0.7309040650606169,0.46759073349237285,0.08488654393149644,0.3621901679606913,0.5729912990240544,0.7611667957125612,0.03397817410190758,0.718977320205523,0.8033562712195994,0.5066297643282478,0.07313399262902713,0.4158219186358852,0.5974376100206105,30.2,76.8,24.0,35.0
NC vs MCI,50,After Scaling,SVM (Sigmoid),0.7048192771084338,0.044675894500576276,0.6493468273195186,0.760291726897349,0.763445407997118,0.02300172490201927,0.7348849942896937,0.7920058217045424,0.6566919965280621,0.02524053695440385,0.6253517304964471,0.6880322625596771,0.737254370542535,0.06149914447811258,0.6608930969237305,0.8136156441613394,0.6357667112337742,0.048768538051673985,0.5752125732899801,0.6963208491775682,42.8,74.2,26.6,22.4
NC vs AD,50,Before Scaling,LR (L1),0.811158591955558,0.032015742078438936,0.7714057976409829,0.850911386270133,0.8669239850007923,0.0314070249984627,0.8279270127695154,0.9059209572320691,0.7762105780398463,0.03395275082661394,0.7340526696984566,0.8183684863812359,0.8470514511790282,0.050223684832893994,0.7846905098648912,0.9094123924931653,0.7970998780912575,0.033592688998747865,0.7553890455586565,0.8388107106238585,72.0,85.2,15.6,21.0
NC vs AD,50,Before Scaling,LR (L2),0.8008012392500401,0.030408038842097647,0.7630446721638257,0.8385578063362545,0.8596339450810918,0.025272388388994357,0.8282541302698546,0.891013759892329,0.7710488698293576,0.042325848944139405,0.7184943870020088,0.8236033526567064,0.8333076542198938,0.06341561678115912,0.754566765938842,0.9120485425009457,0.7875133675722777,0.026546592575117097,0.7545514192967714,0.8204753158477841,71.4,83.8,17.0,21.6
NC vs AD,50,Before Scaling,LR (ElasticNet),0.8101062977405054,0.03170245070297347,0.7707425060477935,0.8494700894332172,0.8635163106952259,0.030231025967670244,0.8259795341224067,0.9010530872680452,0.7809389797194676,0.03493523773142045,0.7375611527596729,0.8243168066792622,0.8407463860818284,0.05424833503532384,0.7733881815059708,0.908104590657686,0.797454448385996,0.03038074302102627,0.7597317735381074,0.8351771232338846,72.4,84.6,16.2,20.6
NC vs AD,50,Before Scaling,SVM (Linear),0.8059345120452968,0.04295903017569829,0.7525938308783829,0.8592751932122106,0.858536318921745,0.023899337435242293,0.8288613720474811,0.8882112657960088,0.7633654962923255,0.03500558061987588,0.7199003271004062,0.8068306654842449,0.8464764960927826,0.08076041210485962,0.7461991999020787,0.9467537922834866,0.7911885578652023,0.03585074240785338,0.7466739817084938,0.8357031340219108,70.8,85.4,15.4,22.2
NC vs AD,50,Before Scaling,SVM (RBF),0.8431280380321564,0.02935798512871686,0.8066752848380271,0.8795807912262857,0.8923703630490103,0.02784557068119342,0.8577955204247341,0.9269452056732865,0.8096846243187708,0.04596194828698743,0.7526153278435151,0.8667539207940264,0.8780579797098287,0.040686355480884305,0.8275391968910941,0.9285767625285632,0.831735919549873,0.027330611599348596,0.7978004830780716,0.8656713560216744,75.0,88.4,12.4,18.0
NC vs AD,50,Before Scaling,SVM (Poly d2),0.5489503765824475,0.051833720175915546,0.48459031234704497,0.61331044081785,0.746928882849274,0.04208614378009471,0.6946720332943029,0.799185732404245,0.07364200839810595,0.023960201664196906,0.043891488601970674,0.10339252819424122,0.9887193362193362,0.014909924134644667,0.9702062202053985,1.0072324522332738,0.13459471912103488,0.041441823560442105,0.0831378987861213,0.18605153945594846,6.8,99.6,1.2,86.2
NC vs AD,50,Before Scaling,SVM (Sigmoid),0.7997703114149886,0.03267317695724831,0.7592012038802325,0.8403394189497446,0.8592630206387433,0.022569779596204192,0.8312389378667426,0.8872871034107439,0.7454413472706156,0.04555760604851291,0.6888741079958269,0.8020085865454043,0.8546283436997409,0.0649337378804642,0.7740024591047684,0.9352542282947135,0.7812781663297875,0.02607879743920068,0.7488970624330835,0.8136592702264915,69.0,86.0,14.8,24.0
NC vs AD,50,After Scaling,LR (L1),0.7946477218097323,0.029358354443363998,0.7581945100509017,0.831100933568563,0.8657325394638751,0.029604756023433036,0.8289733797339722,0.9024916991937779,0.7760363620119717,0.023720318434944092,0.7465836965853725,0.8054890274385709,0.813312480490674,0.041367108966512904,0.7619484305771826,0.8646765304041653,0.7822591606875196,0.040449247920796176,0.7320347857898484,0.8324835355851907,72.2,81.8,19.0,20.8
NC vs AD,50,After Scaling,LR (L2),0.7925538165696278,0.02248146393556464,0.7646393921739207,0.8204682409653348,0.8616714856467768,0.02503291266791581,0.8305890192168467,0.8927539520767068,0.76839319217368,0.03563896578538587,0.7241415714247506,0.8126448129226094,0.8204892832704548,0.06284335156349302,0.7424589561076032,0.8985196104333064,0.7795634021914963,0.023191810776095334,0.7507669656976647,0.808359838685328,71.2,82.4,18.4,21.8
NC vs AD,50,After Scaling,LR (ElasticNet),0.7946423802147322,0.02655042065099959,0.7616756787552202,0.8276090816742442,0.8643409363658195,0.02917356204477432,0.8281171746754594,0.9005646980561797,0.7744706512999195,0.04717929694256943,0.715889816825766,0.8330514857740731,0.8190015136797072,0.057416799868551055,0.7477091403908566,0.8902938869685578,0.782029479182904,0.033867392457380796,0.7399775572555365,0.8240814011102715,71.8,82.2,18.6,21.2
NC vs AD,50,After Scaling,SVM (Linear),0.8007852144650393,0.030795777630362352,0.7625472060847294,0.8390232228453491,0.8632731402097262,0.02778191248337842,0.8287773396778675,0.897768940741585,0.7535669614937908,0.03738186517642712,0.7071512453185141,0.7999826776690674,0.8488695491749926,0.0590747799895464,0.7755185216601646,0.9222205766898206,0.7836579389429977,0.026999352186457538,0.7501338153582493,0.8171820625277462,69.8,85.4,15.4,23.2
NC vs AD,50,After Scaling,SVM (RBF),0.8255969232412799,0.03947169899611934,0.7765863356498627,0.874607510832697,0.8900415625347146,0.02464364722808787,0.8594424329871638,0.9206406920822653,0.7807893326186008,0.04450243564260842,0.7255322604487938,0.8360464047884079,0.8728608208028957,0.06617825880628074,0.7906896593793256,0.9550319822264659,0.8101916517513608,0.045331415353900874,0.7539052653188006,0.8664780381839209,72.4,87.6,13.2,20.6
NC vs AD,50,After Scaling,SVM (Poly d2),0.5510068906575503,0.05628195278747125,0.4811236161327431,0.6208901651823574,0.7523146221621766,0.030941781045296313,0.7138953265979284,0.7907339177264248,0.06967077637809346,0.029377078989704816,0.033194315024188716,0.10614723773199822,0.9963961038961038,0.004935171735002924,0.9902682788277978,1.0025239289644097,0.1285788565955499,0.05154360931809127,0.06457901256779579,0.192578700623304,6.4,100.4,0.4,86.6
NC vs AD,50,After Scaling,SVM (Sigmoid),0.7894343250894718,0.030758862982365635,0.7512421522985858,0.8276264978803577,0.8639058867785584,0.019879533552428896,0.8392221856654236,0.8885895878916932,0.7422362190654874,0.05155946601261087,0.6782166863510178,0.806255751779957,0.8406754303778957,0.06863160279651548,0.7554580400464415,0.92589282070935,0.7713312623879347,0.02508404258037916,0.7401853097864676,0.8024772149894018,68.6,84.4,16.4,24.4
MCI vs AD,50,Before Scaling,LR (L1),0.69913223469469,0.024465459179049354,0.6687543548325405,0.7295101145568395,0.7697049442700747,0.03383686389827415,0.727690928555467,0.8117189599846825,0.6948293916228698,0.0692264965151507,0.6088733431782287,0.7807854400675109,0.7056069386509216,0.07782567796948,0.6089735961804182,0.802240281121425,0.729684611200318,0.029561362078913325,0.6929793321690653,0.7663898902315708,64.6,46.0,19.2,28.4
MCI vs AD,50,Before Scaling,LR (L2),0.690287397500199,0.02412615185599559,0.6603308233254123,0.7202439716749857,0.7724350865861475,0.031727032974678944,0.7330407719716648,0.8118294012006301,0.6793470961405744,0.0683655396963413,0.594460066781857,0.7642341254992918,0.7056581419279315,0.08240737766531528,0.6033358678945284,0.8079804159613346,0.7192469799703842,0.032943124291992615,0.6783426885486651,0.7601512713921034,63.2,46.0,19.2,29.8
MCI vs AD,50,Before Scaling,LR (ElasticNet),0.7003980574795001,0.018355491749343485,0.677606704205014,0.7231894107539862,0.7719719254370376,0.028777234777584836,0.7362402690458532,0.8077035818282221,0.703386154907894,0.06959769058724037,0.6169692081475925,0.7898031016681956,0.6964608559754273,0.0764581494834252,0.6015255243925763,0.7913961875582782,0.7327977130742894,0.02744178480872147,0.698724236830845,0.7668711893177339,65.4,45.4,19.8,27.6
MCI vs AD,50,Before Scaling,SVM (Linear),0.6940689435554495,0.015590966857170135,0.6747102013117132,0.7134276857991857,0.766697400810551,0.030927155771834178,0.7282962649218248,0.8050985366992773,0.6794447762382545,0.039141259499142496,0.630844483473818,0.728045069002691,0.7144178623872186,0.06612456599074737,0.6323133693996584,0.7965223553747788,0.7227340715987705,0.015703838667634088,0.703235180491569,0.7422329627059719,63.2,46.6,18.6,29.8
MCI vs AD,50,Before Scaling,SVM (RBF),0.7130483241780113,0.028137362436876902,0.6781111742357303,0.7479854741202924,0.7862473573866421,0.03533836957553347,0.7423689761294828,0.8301257386438013,0.703653182566226,0.03412797118332693,0.6612777094161534,0.7460286557162986,0.7268349799177634,0.0724632430868008,0.6368599797837948,0.8168099800517319,0.7425889846290714,0.02025496113650485,0.7174391286008569,0.7677388406572859,65.4,47.4,17.8,27.6
MCI vs AD,50,Before Scaling,SVM (Poly d2),0.48552663004537855,0.09343326803666165,0.36951390488973307,0.601539355201024,0.5783544553423392,0.09149927311290028,0.46474310205623703,0.6919658086284414,0.18771606412910763,0.2735324988103854,-0.15191939198246251,0.5273515202406778,0.9117262349710167,0.16279065417249874,0.7095949404409853,1.1138575295010482,0.23555482671986377,0.2611880751903802,-0.08875300300416966,0.5598626564438972,17.4,59.4,5.8,75.6
MCI vs AD,50,Before Scaling,SVM (Sigmoid),0.6940609824058595,0.02626890455583361,0.6614438293466299,0.726678135465089,0.7705617450516684,0.030166803354668544,0.7331047113852839,0.8080187787180529,0.7028854780485215,0.062105419725228685,0.625771414282371,0.779999541814672,0.6812129295773692,0.1115840537931497,0.5426630272087828,0.8197628319459557,0.7291004929930563,0.02577336769198681,0.6970986302174482,0.7611023557686645,65.4,44.4,20.8,27.6
MCI vs AD,50,After Scaling,LR (L1),0.70043786322745,0.0395301000472971,0.6513547611533282,0.7495209653015719,0.7850467741113663,0.029695227022622794,0.7481752797988879,0.8219182684238446,0.686274220948134,0.042057909619706554,0.6340524287336364,0.7384960131626315,0.7208708055376043,0.0832295851220681,0.6175276261060965,0.8242139849691121,0.7292740246288947,0.032889153230760075,0.6884367471308528,0.7701113021269366,63.8,47.0,18.2,29.2
MCI vs AD,50,After Scaling,LR (L2),0.6928429265185894,0.033620055841694294,0.6510981135623574,0.7345877394748214,0.7733705496154842,0.031840735928693,0.733835054136513,0.8129060450944555,0.6975659606094389,0.047597595632998556,0.6384657397108837,0.756666181507994,0.6874943566665224,0.07653610369346887,0.5924622321475518,0.782526481185493,0.7273786088956398,0.02760904881494705,0.6930974469574697,0.7616597708338099,64.8,44.8,20.4,28.2
MCI vs AD,50,After Scaling,LR (ElasticNet),0.6953506886394395,0.026552128705982857,0.6623818663495478,0.7283195109293312,0.7844326389962003,0.029733070364270732,0.747514155968826,0.8213511220235746,0.7077954292084726,0.03887904717595553,0.6595207160456228,0.7560701423713224,0.6788151273990579,0.06647643425248781,0.5962737322587841,0.7613565225393317,0.7317593431546919,0.024216462644821315,0.701690633324771,0.7618280529846129,65.8,44.2,21.0,27.2
MCI vs AD,50,After Scaling,SVM (Linear),0.6928349653689994,0.020416751897340647,0.667484219577813,0.7181857111601857,0.7724423730472598,0.038421735571079405,0.7247354872401455,0.8201492588543742,0.6931398975420715,0.03976283241716444,0.6437678200630688,0.7425119750210742,0.693306925781649,0.05466839272774684,0.6254271506919411,0.7611867008713569,0.7260511415516673,0.016024659180556504,0.7061538991636848,0.7459483839396498,64.4,45.2,20.0,28.6
MCI vs AD,50,After Scaling,SVM (RBF),0.7270042194092825,0.04501637121816211,0.6711090119379144,0.7828994268806506,0.7928242870557657,0.04248190113816445,0.7400760398372552,0.8455725342742761,0.7195705260922652,0.05712122545366916,0.6486451569131636,0.7904958952713669,0.7390120399423976,0.0706511365207144,0.6512870672924472,0.826737012592348,0.7559111789544539,0.03794846026674903,0.7087919420539656,0.8030304158549423,66.8,48.2,17.0,26.2
MCI vs AD,50,After Scaling,SVM (Poly d2),0.489316137250219,0.08490635366263694,0.3838909746885662,0.5947412998118717,0.5722447812625084,0.1392798064751714,0.3993060598855003,0.7451835026395166,0.16857302118171685,0.20374936338439695,-0.08441522798962553,0.42156127035305924,0.9482853747559631,0.0906193547462612,0.835766584427075,1.0608041650848512,0.24059463534839307,0.21954972154932278,-0.0320123497150627,0.5132016204118488,15.6,61.8,3.4,77.4
MCI vs AD,50,After Scaling,SVM (Sigmoid),0.6941007881538094,0.027856820636903035,0.6595119768645472,0.7286895994430715,0.7698679226344869,0.03439133818332008,0.7271654361622079,0.8125704091067659,0.7191955990869034,0.051109361916801085,0.6557349444236449,0.782656253750162,0.6598206773700273,0.07612866087395412,0.5652944599313747,0.7543468948086798,0.7340921861236305,0.021854506776187783,0.7069562318611379,0.7612281403861231,66.8,43.0,22.2,26.2
